image,stratum,effort,reference,variant,quality_low,quality_high,pchip_percent,linear_percent,difference_percentage_points
clic2024_test--8bb119b8ca17492392e1e3ea4b811b32,clic2024_test,4,default,smooth,74.78012349147359,89.77560847009958,-0.5599955219212973,-0.7334543722587695,-0.17345885033747221
clic2024_test--8bb119b8ca17492392e1e3ea4b811b32,clic2024_test,4,default,both,74.78012349147359,89.77560847009958,-1.3620870995056777,-1.4944402309614084,-0.1323531314557307
clic2024_test--8bb119b8ca17492392e1e3ea4b811b32,clic2024_test,4,weighted,default,74.78012349147359,89.77560847009958,0.7113139223907928,0.7100071485673288,-0.0013067738234640025
clic2024_test--8bb119b8ca17492392e1e3ea4b811b32,clic2024_test,4,weighted,quantize,74.78012349147359,89.77560847009958,-1.4535966707052916,-1.509097536171663,-0.05550086546637134
clic2024_test--8bb119b8ca17492392e1e3ea4b811b32,clic2024_test,4,weighted,smooth,74.78012349147359,89.77560847009958,0.14733507435730442,-0.028654802165957585,-0.175989876523262
clic2024_test--8bb119b8ca17492392e1e3ea4b811b32,clic2024_test,4,weighted,both,74.78012349147359,89.77560847009958,-0.6604618922887576,-0.7950437148649717,-0.1345818225762141
clic2024_test--8bb119b8ca17492392e1e3ea4b811b32,clic2024_test,7,default,weighted,75.73808173416869,89.78192192931698,-0.840196116050633,-0.8307302954901351,0.00946582056049794
clic2024_test--8bb119b8ca17492392e1e3ea4b811b32,clic2024_test,7,default,quantize,75.73808173416869,89.78192192931698,-2.7298838571549155,-2.918784052715666,-0.18890019556075055
clic2024_test--8bb119b8ca17492392e1e3ea4b811b32,clic2024_test,7,default,smooth,75.73808173416869,89.78192192931698,-1.2170069619745842,-1.4216770265720557,-0.2046700645974715
clic2024_test--8bb119b8ca17492392e1e3ea4b811b32,clic2024_test,7,default,both,75.73808173416869,89.78192192931698,-2.2633721351376255,-2.418868040445145,-0.15549590530751933
clic2024_test--8bb119b8ca17492392e1e3ea4b811b32,clic2024_test,7,weighted,default,75.73808173416869,89.78192192931698,0.8473152256673963,0.8376892337368463,-0.009625991930549915
clic2024_test--8bb119b8ca17492392e1e3ea4b811b32,clic2024_test,7,weighted,quantize,75.73808173416869,89.78192192931698,-1.9056993530522297,-2.1055451587444467,-0.199845805692217
clic2024_test--8bb119b8ca17492392e1e3ea4b811b32,clic2024_test,7,weighted,smooth,75.73808173416869,89.78192192931698,-0.3800036215934309,-0.5958970282253137,-0.21589340663188278
